\sortInfo = ASC,scan_id,frame_num,band
|in_row_id|in_ra             |in_dec            |band  |crval1          |crval2         |ra1             |dec1           |ra2             |dec2           |ra3             |dec3           |ra4             |dec4           |magzp   |magzpunc|modeint  |scan_id|scangrp|frame_num|date_obs               |mjd_obs       |dtanneal         |utanneal               |exptime|debgain|febgain|moon_sep|saa_sep|qual_frame|qual_scan|
|long     |double            |double            |i     |double          |double         |double          |double         |double          |double         |double          |double         |double          |double         |double  |double  |double   |char   |char   |int      |char                   |double        |double           |char                   |double |double |double |double  |double |int       |int      |
|         |deg               |deg               |      |deg             |deg            |deg             |deg            |deg             |deg            |deg             |deg            |deg             |deg            |mag     |mag     |DN       |       |       |         |                       |yr            |s                |                       |s      |e-/DEB ADU|e-/SUR ADU|deg     |deg    |          |         |
|         |                  |                  |null  |null            |null           |null            |null           |null            |null           |null            |null           |null            |null           |null    |null    |null     |null   |null   |null     |null                   |null          |null             |null                   |null   |null   |null   |null    |null   |null      |null     |
         1 148.88822000000000 69.065290000000000      1 148.612155952398 69.129459681733 148.275157880887 69.667170455210 150.124478021479 69.236006103898 148.929211119084 68.593949509800 147.105912856932 69.010995159470 20.75200 0.006000    12.690  03645a      5a       166 2010-04-14 03:03:26.140 55300.12738588  2916.98353397846 2010-04-14 02:14:49.156     7.7   3.750  5.7400   93.149 102.938         10         5
         1 148.88822000000000 69.065290000000000      2 148.611512712965 69.128954632374 148.276097312789 69.668384317866 150.130745743099 69.231758624417 148.927388233025 68.591871754031 147.098356263010 69.013957104595 19.59600 0.007000    28.553  03645a      5a       166 2010-04-14 03:03:26.140 55300.12738588  2916.98353397846 2010-04-14 02:14:49.156     7.7   4.600  6.8600   93.149 102.938         10         5
         1 148.88822000000000 69.065290000000000      3 148.610267999275 69.128494478728 148.290634440797 69.668777607755 150.129518790867 69.231576283314 148.909938987965 68.590970328246 147.098282524712 69.013390501628 17.80000 0.012000  1220.307  03645a      5a       166 2010-04-14 03:03:26.140 55300.12738588  2916.98353397846 2010-04-14 02:14:49.156     8.8   6.830 12.8300   93.149 102.938         10         5
         1 148.88822000000000 69.065290000000000      4 148.613769515086 69.128978504591 148.281585145905 69.671875303558 150.135223617191 69.239135056546 148.924565536341 68.589880612450 147.099766487225 69.007391482778 12.94500 0.012000   406.288  03645a      5a       166 2010-04-14 03:03:26.140 55300.12738588  2916.98353397846 2010-04-14 02:14:49.156     8.8   4.730  8.8600   93.149 102.938         10         5
         1 148.88822000000000 69.065290000000000      1 148.788465299746 68.630744817831 148.453186690432 69.167982614601 150.265795278840 68.739600848618 149.104350156505 68.095695652819 147.316944736728 68.510317250240 20.75200 0.006000    12.372  03647a      7a       180 2010-04-14 04:38:36.177 55300.19347427  8627.02056705952 2010-04-14 02:14:49.156     7.7   3.750  5.7400   93.023 109.281         10         5
         1 148.88822000000000 69.065290000000000      2 148.787841970783 68.630238851295 148.454090682599 69.169197695322 150.271977302360 68.735363879950 149.102589688651 68.093615277007 147.309529504544 68.513269972995 19.59600 0.007000    28.582  03647a      7a       180 2010-04-14 04:38:36.177 55300.19347427  8627.02056705952 2010-04-14 02:14:49.156     7.7   4.600  6.8600   93.023 109.281         10         5
         1 148.88822000000000 69.065290000000000      3 148.786630078313 68.629776918841 148.468289067625 69.169610751846 150.270779942762 68.735179832113 149.085529195285 68.092688387359 147.309462810804 68.512702941907 17.80000 0.012000  1231.229  03647a      7a       180 2010-04-14 04:38:36.177 55300.19347427  8627.02056705952 2010-04-14 02:14:49.156     8.8   6.830 12.8300   93.023 109.281         10         5
         1 148.88822000000000 69.065290000000000      4 148.790048204082 68.630265955821 148.459415442247 69.172696296934 150.276261364445 68.742747103544 149.099848188630 68.091619951745 147.310967609943 68.506706616127 12.94500 0.012000   408.020  03647a      7a       180 2010-04-14 04:38:36.177 55300.19347427  8627.02056705952 2010-04-14 02:14:49.156     8.8   4.730  8.8600   93.023 109.281         10         5
         1 148.88822000000000 69.065290000000000      1 149.853268365229 69.212604798870 149.535657942135 69.751864871487 151.375031780990 69.311937382161 150.151848583340 68.675635078926 148.336766324665 69.101269175013 20.75200 0.006000    12.479  03647a      7a       181 2010-04-14 04:38:47.177 55300.19360159  8638.02064633369 2010-04-14 02:14:49.156     7.7   3.750  5.7400   92.893 109.081         10         5
         1 148.88822000000000 69.065290000000000      2 149.852603804408 69.212102840967 149.536649461637 69.753074205523 151.381158912597 69.307660119611 150.149944309186 68.673566119040 148.329288231365 69.104266613499 19.59600 0.007000    28.678  03647a      7a       181 2010-04-14 04:38:47.177 55300.19360159  8638.02064633369 2010-04-14 02:14:49.156     7.7   4.600  6.8600   92.893 109.081         10         5
         1 148.88822000000000 69.065290000000000      3 149.851337206635 69.211648623766 149.551259561778 69.753398613301 151.379920934741 69.307483450923 150.132400014507 68.672747651144 148.329193235636 69.103700594419 17.80000 0.012000  1220.828  03647a      7a       181 2010-04-14 04:38:47.177 55300.19360159  8638.02064633369 2010-04-14 02:14:49.156     8.8   6.830 12.8300   92.893 109.081         10         5
         1 148.88822000000000 69.065290000000000      4 149.854869924884 69.212116021292 149.542296068188 69.756538869389 151.385933650808 69.315014585676 150.147040515962 68.671588598885 148.330462391025 69.097694845351 12.94500 0.012000   404.811  03647a      7a       181 2010-04-14 04:38:47.177 55300.19360159  8638.02064633369 2010-04-14 02:14:49.156     8.8   4.730  8.8600   92.893 109.081         10         5
         1 148.88822000000000 69.065290000000000      1 148.737371091603 69.023632967724 148.402494628194 69.561380653013 150.242446926105 69.130058269580 149.052511952562 68.488091388634 147.238240060365 68.905362019040 20.75200 0.006000    12.409  03649a      9a       208 2010-04-14 06:13:57.210 55300.25968993 14348.05358111860 2010-04-14 02:14:49.156     7.7   3.750  5.7400   92.228 113.498         10         5
         1 148.88822000000000 69.065290000000000      2 148.736730554094 69.023127983038 148.403430491807 69.562594398714 150.248682369361 69.125810466580 149.050696241655 68.486013808108 147.230723140922 68.908325087853 19.59600 0.007000    28.610  03649a      9a       208 2010-04-14 06:13:57.210 55300.25968993 14348.05358111860 2010-04-14 02:14:49.156     7.7   4.600  6.8600   92.228 113.498         10         5
         1 148.88822000000000 69.065290000000000      3 148.735491476133 69.022667954556 148.417895784366 69.562986001893 150.247461273381 69.125628246255 149.033328342595 68.485114038099 147.230649133027 68.907758434384 17.80000 0.012000  1231.480  03649a      9a       208 2010-04-14 06:13:57.210 55300.25968993 14348.05358111860 2010-04-14 02:14:49.156     8.8   6.830 12.8300   92.228 113.498         10         5
         1 148.88822000000000 69.065290000000000      4 148.738976498991 69.023151628478 148.408894745093 69.566084785414 150.253141818864 69.133186548071 149.047885078275 68.484022919096 147.232118765859 68.901759369748 12.94500 0.012000   406.928  03649a      9a       208 2010-04-14 06:13:57.210 55300.25968993 14348.05358111860 2010-04-14 02:14:49.156     8.8   4.730  8.8600   92.228 113.498         10         5
         1 148.88822000000000 69.065290000000000      1 149.978044503569 69.126046086295 149.661944584417 69.665323093651 151.493782865313 69.225334073297 150.275269622662 68.589062861132 148.467470813437 69.014815409803 20.75200 0.006000    12.821  03650a      0a       232 2010-04-14 07:49:18.251 55300.32590568 20069.09479182960 2010-04-14 02:14:49.156     7.7   3.750  5.7400   91.977 111.118         10         5
         1 148.88822000000000 69.065290000000000      2 149.977382386651 69.125544160134 149.662932575360 69.666532364259 151.499885258911 69.221056778376 150.273372115871 68.586993984180 148.460024263321 69.017813489078 19.59600 0.007000    28.420  03650a      0a       232 2010-04-14 07:49:18.251 55300.32590568 20069.09479182960 2010-04-14 02:14:49.156     7.7   4.600  6.8600   91.977 111.118         10         5
         1 148.88822000000000 69.065290000000000      3 149.976120636304 69.125090003460 149.677483125719 69.666855921923 151.498652183633 69.220880168346 150.255895320647 68.586176255335 148.459929280377 69.017247427510 17.80000 0.012000  1224.780  03650a      0a       232 2010-04-14 07:49:18.251 55300.32590568 20069.09479182960 2010-04-14 02:14:49.156     8.8   6.830 12.8300   91.977 111.118         10         5
         1 148.88822000000000 69.065290000000000      4 149.979639532209 69.125557232282 149.668558077154 69.669996725177 151.504641545432 69.228411113006 150.270478647218 68.585016570835 148.461189154127 69.011241710896 12.94500 0.012000   404.228  03650a      0a       232 2010-04-14 07:49:18.251 55300.32590568 20069.09479182960 2010-04-14 02:14:49.156     8.8   4.730  8.8600   91.977 111.118         10         5
         1 148.88822000000000 69.065290000000000      1 148.850775925605 68.939139492019 148.516953279929 69.476867789122 150.350006426306 69.045687226584 149.164994825359 68.403618790882 147.357411695037 68.820804325215 20.75200 0.006000    12.861  03653a      3a       208 2010-04-14 09:24:28.288 55300.39199407 25779.13182502990 2010-04-14 02:14:49.156     7.7   3.750  5.7400   91.300 106.721         10         5
         1 148.88822000000000 69.065290000000000      2 148.850138108038 68.938634463885 148.517884870564 69.478081575101 150.356221254016 69.041440075233 149.163187053471 68.401541085069 147.349922921901 68.823767186447 19.59600 0.007000    28.724  03653a      3a       208 2010-04-14 09:24:28.288 55300.39199407 25779.13182502990 2010-04-14 02:14:49.156     7.7   4.600  6.8600   91.300 106.721         10         5
