missionId,project,subProject,surveyKey,acronym,wavebandId,imageId,title,wavelength,wavelengthDesc,waveType,projectTypeKey,projectTypeDesc,minRangeDeg,maxRangeDeg,helpUrl,tooltip,apiType,filter,dataType,defaultRgbColor
Herschel,HHLI: Herschel High Level Images,Herschel,herschel.hhli_spire_photo,HHLI SPIRE350,SPIRE350,,"SPIRE350 (350 microns, photo)",350,350 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HHLI,HHLI SPIRE350,ATLAS,file_type='science',image,
Herschel,HHLI: Herschel High Level Images,Herschel,herschel.hhli_spire_photo,HHLI SPIRE500,SPIRE500,,"SPIRE500 (500 microns, photo)",500,500 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HHLI,HHLI SPIRE500,ATLAS,file_type='science',image,
Herschel,HHLI: Herschel High Level Images,Herschel,herschel.hhli_pacs_par,HHLI PACS70,PACS70,,"PACS70 (70 microns, parallel)",70,70 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HHLI,HHLI PACS70,ATLAS,file_type='science',image,
Herschel,HHLI: Herschel High Level Images,Herschel,herschel.hhli_pacs_par,HHLI PACS160,PACS160,,"PACS160 (160 microns, parallel)",160,160 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HHLI,HHLI PACS160,ATLAS,file_type='science',image,
Herschel,HHLI: Herschel High Level Images,Herschel,herschel.hhli_spire_par,HHLI SPIRE250,SPIRE250,,"SPIRE250 (250 microns, parallel)",250,250 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HHLI,HHLI SPIRE250,ATLAS,file_type='science',image,
Herschel,HHLI: Herschel High Level Images,Herschel,herschel.hhli_spire_par,HHLI SPIRE350,SPIRE350,,"SPIRE350 (350 microns, parallel)",350,350 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HHLI,HHLI SPIRE350,ATLAS,file_type='science',image,
Herschel,HHLI: Herschel High Level Images,Herschel,herschel.hhli_spire_par,HHLI SPIRE500,SPIRE500,,"SPIRE500 (500 microns, parallel)",500,500 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HHLI,HHLI SPIRE500,ATLAS,file_type='science',image,
Herschel,PHPDP: Herschel PACS Highly Processed Data Products,Herschel,herschel.phpdp_single_plus_unimap,HPDP-PACS PACS70,PACS70,,PACS70 (70  microns),70,70 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#PHPDP,HPDP-PACS PACS70,ATLAS,file_type='science',image,
Herschel,PHPDP: Herschel PACS Highly Processed Data Products,Herschel,herschel.phpdp_single_plus_unimap,HPDP-PACS PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#PHPDP,HPDP-PACS PACS100,ATLAS,file_type='science',image,
Herschel,PHPDP: Herschel PACS Highly Processed Data Products,Herschel,herschel.phpdp_single_plus_unimap,HPDP-PACS PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,compilation,compilation,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#PHPDP,HPDP-PACS PACS160,ATLAS,file_type='science',image,
Herschel,"ACMC: Auriga-California Molecular Cloud	",Herschel,herschel.acmc_images,ACMC PACS70,PACS70,,PACS70 (70  microns),70,70 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ACMC,ACMC PACS70,ATLAS,file_type='science',image,
Herschel,"ACMC: Auriga-California Molecular Cloud	",Herschel,herschel.acmc_images,ACMC PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ACMC,ACMC PACS160,ATLAS,file_type='science',image,
Herschel,"ACMC: Auriga-California Molecular Cloud	",Herschel,herschel.acmc_images,ACMC SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ACMC,ACMC SPIRE250,ATLAS,file_type='science',image,
Herschel,"ACMC: Auriga-California Molecular Cloud	",Herschel,herschel.acmc_images,ACMC SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ACMC,ACMC SPIRE350,ATLAS,file_type='science',image,
Herschel,"ACMC: Auriga-California Molecular Cloud	",Herschel,herschel.acmc_images,ACMC SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ACMC,ACMC SPIRE500,ATLAS,file_type='science',image,
Herschel,ColdCores: Galactic Cold Cores: A Herschel Survey of the Source Populations Revealed by Planck,Herschel,herschel.coldcores_images,ColdCores SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ColdCores,ColdCores SPIRE250,ATLAS,file_type='science',cube,
Herschel,ColdCores: Galactic Cold Cores: A Herschel Survey of the Source Populations Revealed by Planck,Herschel,herschel.coldcores_images,ColdCores SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ColdCores,ColdCores SPIRE350,ATLAS,file_type='science',cube,
Herschel,ColdCores: Galactic Cold Cores: A Herschel Survey of the Source Populations Revealed by Planck,Herschel,herschel.coldcores_images,ColdCores SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ColdCores,ColdCores SPIRE500,ATLAS,file_type='science',cube,
Herschel,ColdCores: Galactic Cold Cores: A Herschel Survey of the Source Populations Revealed by Planck,Herschel,herschel.coldcores_images,ColdCores PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ColdCores,ColdCores PACS100,ATLAS,file_type='science',cube,
Herschel,ColdCores: Galactic Cold Cores: A Herschel Survey of the Source Populations Revealed by Planck,Herschel,herschel.coldcores_images,ColdCores PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#ColdCores,ColdCores PACS160,ATLAS,file_type='science',cube,
Herschel,DUNES: Dust Around Nearby Stars,Herschel,herschel.dunes_mosaic,DUNES PACS70,PACS70,,PACS70 (70  microns),70,70 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#DUNES,DUNES PACS70,ATLAS,file_type='science' and fname not like '%ntv%',cube,
Herschel,DUNES: Dust Around Nearby Stars,Herschel,herschel.dunes_mosaic,DUNES PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#DUNES,DUNES PACS100,ATLAS,file_type='science' and fname not like '%ntv%',cube,
Herschel,DUNES: Dust Around Nearby Stars,Herschel,herschel.dunes_mosaic,DUNES PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#DUNES,DUNES PACS160,ATLAS,file_type='science' and fname not like '%ntv%',cube,
Herschel,DUNES: Dust Around Nearby Stars,Herschel,herschel.dunes_mosaic,DUNES SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#DUNES,DUNES SPIRE250,ATLAS,file_type='science' and fname not like '%ntv%',cube,
Herschel,DUNES: Dust Around Nearby Stars,Herschel,herschel.dunes_mosaic,DUNES SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#DUNES,DUNES SPIRE350,ATLAS,file_type='science' and fname not like '%ntv%',cube,
Herschel,DUNES: Dust Around Nearby Stars,Herschel,herschel.dunes_mosaic,DUNES SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#DUNES,DUNES SPIRE500,ATLAS,file_type='science' and fname not like '%ntv%',cube,
Herschel,GOALS: Great Observatories All-sky LIRG Survey,Herschel,herschel.goals_images ,GOALS PACS70,PACS70,,PACS70 (70  microns),70,70 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOALS,GOALS PACS70,ATLAS,file_type='science',image,
Herschel,GOALS: Great Observatories All-sky LIRG Survey,Herschel,herschel.goals_images ,GOALS PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOALS,GOALS PACS100,ATLAS,file_type='science',image,
Herschel,GOALS: Great Observatories All-sky LIRG Survey,Herschel,herschel.goals_images ,GOALS PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOALS,GOALS PACS160,ATLAS,file_type='science',image,
Herschel,GOALS: Great Observatories All-sky LIRG Survey,Herschel,herschel.goals_images ,GOALS SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOALS,GOALS SPIRE250,ATLAS,file_type='science',image,
Herschel,GOALS: Great Observatories All-sky LIRG Survey,Herschel,herschel.goals_images ,GOALS SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOALS,GOALS SPIRE350,ATLAS,file_type='science',image,
Herschel,GOALS: Great Observatories All-sky LIRG Survey,Herschel,herschel.goals_images ,GOALS SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOALS,GOALS SPIRE500,ATLAS,file_type='science',image,
Herschel,GOODS: Great Observatories Origins Deep Survey,Herschel,herschel.hgoods_images,GOODS PACS70,PACS70,,PAC70 (70 microns),70,70 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOODS,GOODS PACS70,ATLAS,file_type='science',image,
Herschel,GOODS: Great Observatories Origins Deep Survey,Herschel,herschel.hgoods_images,GOODS PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOODS,GOODS PACS100,ATLAS,file_type='science',image,
Herschel,GOODS: Great Observatories Origins Deep Survey ,Herschel,herschel.hgoods_images,GOODS PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOODS,GOODS PACS160,ATLAS,file_type='science',image,
Herschel,GOODS: Great Observatories Origins Deep Survey,Herschel,herschel.hgoods_images,GOODS SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOODS,GOODS SPIRE250,ATLAS,file_type='science',image,
Herschel,GOODS: Great Observatories Origins Deep Survey,Herschel,herschel.hgoods_images,GOODS SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOODS,GOODS SPIRE350,ATLAS,file_type='science',image,
Herschel,GOODS: Great Observatories Origins Deep Survey ,Herschel,herschel.hgoods_images,GOODS SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#GOODS,GOODS SPIRE500,ATLAS,file_type='science',image,
Herschel,H-ATLAS: Herschel Astrophysical Terahertz Large Area Survey,Herschel,herschel.hatlas_images,H-ATLAS PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#H-ATLAS,H-ATLAS PACS100,ATLAS,file_type='science',image,
Herschel,H-ATLAS: Herschel Astrophysical Terahertz Large Area Survey,Herschel,herschel.hatlas_images,H-ATLAS PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#H-ATLAS,H-ATLAS PACS160,ATLAS,file_type='science',image,
Herschel,H-ATLAS: Herschel Astrophysical Terahertz Large Area Survey,Herschel,herschel.hatlas_images,H-ATLAS SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#H-ATLAS,H-ATLAS SPIRE250,ATLAS,file_type='science' and fname not like '%FILT_BACKSUB%',image,
Herschel,H-ATLAS: Herschel Astrophysical Terahertz Large Area Survey,Herschel,herschel.hatlas_images,H-ATLAS SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#H-ATLAS,H-ATLAS SPIRE350,ATLAS,file_type='science' and fname not like '%FILT_BACKSUB%',image,
Herschel,H-ATLAS: Herschel Astrophysical Terahertz Large Area Survey,Herschel,herschel.hatlas_images,H-ATLAS SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#H-ATLAS,H-ATLAS SPIRE500,ATLAS,file_type='science' and fname not like '%FILT_BACKSUB%',image,
Herschel,HELGA: Herschel Exploitation of the Local Galaxy Andromeda,Herschel,herschel.helga_images,HELGA PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HELGA,HELGA PACS100,ATLAS,file_type='science',cube,
Herschel,HELGA: Herschel Exploitation of the Local Galaxy Andromeda,Herschel,herschel.helga_images,HELGA PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HELGA,HELGA PACS160,ATLAS,file_type='science',cube,
Herschel,HELGA: Herschel Exploitation of the Local Galaxy Andromeda,Herschel,herschel.helga_images,HELGA SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HELGA,HELGA SPIRE250,ATLAS,file_type='science' and fname not like '%point-head.fits%',cube,
Herschel,HELGA: Herschel Exploitation of the Local Galaxy Andromeda,Herschel,herschel.helga_images,HELGA SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HELGA,HELGA SPIRE350,ATLAS,file_type='science' and fname not like '%point-head.fits%',cube,
Herschel,HELGA: Herschel Exploitation of the Local Galaxy Andromeda,Herschel,herschel.helga_images,HELGA SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HELGA,HELGA SPIRE500,ATLAS,file_type='science' and fname not like '%point-head.fits%',cube,
Herschel,HERITAGE: HERschel Inventory of the Agents of Galaxy Evolution,Herschel,herschel.heritage_images,HERITAGE PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HERITAGE,HERITAGE PACS100,ATLAS,file_type='science',image,
Herschel,HERITAGE: HERschel Inventory of the Agents of Galaxy Evolution,Herschel,herschel.heritage_images,HERITAGE PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HERITAGE,HERITAGE PACS160,ATLAS,file_type='science',image,
Herschel,HERITAGE: HERschel Inventory of the Agents of Galaxy Evolution,Herschel,herschel.heritage_images,HERITAGE SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HERITAGE,HERITAGE SPIRE250,ATLAS,file_type='science',image,
Herschel,HERITAGE: HERschel Inventory of the Agents of Galaxy Evolution,Herschel,herschel.heritage_images,HERITAGE SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HERITAGE,HERITAGE SPIRE350,ATLAS,file_type='science',image,
Herschel,HERITAGE: HERschel Inventory of the Agents of Galaxy Evolution,Herschel,herschel.heritage_images,HERITAGE SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HERITAGE,HERITAGE SPIRE500,ATLAS,file_type='science',image,
Herschel,HerMES: Herschel Multi-tiered Extragalactic Survey,Herschel,herschel.hermes_images,HerMES SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HerMES,HerMES SPIRE250,ATLAS,file_type='science' and fname like '%_image_%',image,
Herschel,HerMES: Herschel Multi-tiered Extragalactic Survey,Herschel,herschel.hermes_images,HerMES SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HerMES,HerMES SPIRE350,ATLAS,file_type='science' and fname like '%_image_%',image,
Herschel,HerMES: Herschel Multi-tiered Extragalactic Survey,Herschel,herschel.hermes_images,HerMES SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HerMES,HerMES SPIRE500,ATLAS,file_type='science' and fname like '%_image_%',image,
Herschel,HerMES: Herschel Multi-tiered Extragalactic Survey,Herschel,herschel.hermes_images,HerMES PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HerMES,HerMES PACS100,ATLAS,file_type='science',cube,
Herschel,HerMES: Herschel Multi-tiered Extragalactic Survey,Herschel,herschel.hermes_images,HerMES PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HerMES,HerMES PACS160,ATLAS,file_type='science',cube,
Herschel,HeVICS: Herschel Virgo Cluster Survey,Herschel,herschel.hevics_single,HeVICS PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HeVICS,HeVICS PACS100,ATLAS,file_type='science',image,
Herschel,HeVICS: Herschel Virgo Cluster Survey,Herschel,herschel.hevics_single,HeVICS PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HeVICS,HeVICS PACS160,ATLAS,file_type='science',image,
Herschel,HeVICS: Herschel Virgo Cluster Survey,Herschel,herschel.hevics_single,HeVICS SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HeVICS,HeVICS SPIRE250,ATLAS,file_type='science',image,
Herschel,HeVICS: Herschel Virgo Cluster Survey,Herschel,herschel.hevics_single,HeVICS SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HeVICS,HeVICS SPIRE350,ATLAS,file_type='science',image,
Herschel,HeVICS: Herschel Virgo Cluster Survey,Herschel,herschel.hevics_single,HeVICS SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HeVICS,HeVICS SPIRE500,ATLAS,file_type='science',image,
Herschel,HGBS: Herschel Gould Belt Survey,Herschel,herschel.hgbs_images,HGBS PACS70,PACS70,,PACS70 (70  microns),70,70 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HGBS,HGBS PACS70,ATLAS,file_type='science',image,
Herschel,HGBS: Herschel Gould Belt Survey,Herschel,herschel.hgbs_images,HGBS PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HGBS,HGBS PACS100,ATLAS,file_type='science',image,
Herschel,HGBS: Herschel Gould Belt Survey,Herschel,herschel.hgbs_images,HGBS PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HGBS,HGBS PACS160,ATLAS,file_type='science',image,
Herschel,HGBS: Herschel Gould Belt Survey,Herschel,herschel.hgbs_images,HGBS SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HGBS,HGBS SPIRE250,ATLAS,file_type='science',image,
Herschel,HGBS: Herschel Gould Belt Survey,Herschel,herschel.hgbs_images,HGBS SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HGBS,HGBS SPIRE350,ATLAS,file_type='science',image,
Herschel,HGBS: Herschel Gould Belt Survey,Herschel,herschel.hgbs_images,HGBS SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HGBS,HGBS SPIRE500,ATLAS,file_type='science',image,
Herschel,HOPS: Herschel Orion Protostar Survey,Herschel,herschel.hops_pacs,HOPS PACS70,PACS70,,PACS70 (70  microns),70,70 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HOPS,HOPS PACS70,ATLAS,file_type='science' and fname like '%_scanamorphos_PACS%',cube,
Herschel,HOPS: Herschel Orion Protostar Survey,Herschel,herschel.hops_pacs,HOPS PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,galactic,galactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HOPS,HOPES PACS160,ATLAS,file_type='science' and fname like '%_scanamorphos_PACS%',cube,
Herschel,KINGFISH: Key Insights on Nearby Galaxies: A Far-Infrared Survey,Herschel,herschel.kingfish_images,KINGFISH SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#KINGFISH,KINGFISH SPIRE250,ATLAS,file_type='science' and fname like '%scan%',image,
Herschel,KINGFISH: Key Insights on Nearby Galaxies: A Far-Infrared Survey,Herschel,herschel.kingfish_images,KINGFISH SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#KINGFISH,KINGFISH SPIRE350,ATLAS,file_type='science' and fname like '%scan%',image,
Herschel,KINGFISH: Key Insights on Nearby Galaxies: A Far-Infrared Survey,Herschel,herschel.kingfish_images,KINGFISH SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#KINGFISH,KINGFISH SPIRE500,ATLAS,file_type='science' and fname like '%scan%',image,
Herschel,KINGFISH: Key Insights on Nearby Galaxies: A Far-Infrared Survey,Herschel,herschel.kingfish_images,KINGFISH PACS70,PACS70,,PACS70 (70 microns),70,70 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#KINGFISH,KINGFISH PACS70,ATLAS,file_type='science' and fname like '%scan%',cube,
Herschel,KINGFISH: Key Insights on Nearby Galaxies: A Far-Infrared Survey,Herschel,herschel.kingfish_images,KINGFISH PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#KINGFISH,KINGFISH PACS100,ATLAS,file_type='science' and fname like '%scan%',cube,
Herschel,KINGFISH: Key Insights on Nearby Galaxies: A Far-Infrared Survey,Herschel,herschel.kingfish_images,KINGFISH PACS160,PACS160,,PACS160 (160  microns),160,160 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#KINGFISH,KINGFISH PACS160,ATLAS,file_type='science' and fname like '%scan%',cube,
Herschel,HerM33es: Herschel M33 Extended Survey,Herschel,herschel.herm33es_images,HerM33es SPIRE250,SPIRE250,,SPIRE250 (250  microns),250,250 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HerM33es,HerM33es SPIRE250,ATLAS,file_type='science',image,
Herschel,HerM33es: Herschel M33 Extended Survey,Herschel,herschel.herm33es_images,HerM33es SPIRE350,SPIRE350,,SPIRE350 (350  microns),350,350 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HerM33es,HerM33es SPIRE350,ATLAS,file_type='science',image,
Herschel,HerM33es: Herschel M33 Extended Survey,Herschel,herschel.herm33es_images,HerM33es SPIRE500,SPIRE500,,SPIRE500 (500  microns),500,500 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HerM33es,HerM33es SPIRE500,ATLAS,file_type='science',image,
Herschel,HerM33es: Herschel M33 Extended Survey,Herschel,herschel.herm33es_images,HerM33es PACS70,PACS70,,PACS70 (70 microns),70,70 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HerM33es, HerM33es PACS70,ATLAS,file_type='science',image,
Herschel,HerM33es: Herschel M33 Extended Survey,Herschel,herschel.herm33es_images,HerM33es PACS100,PACS100,,PACS100 (100  microns),100,100 microns,far-IR,extragalactic,extragalactic,,,https://irsa.ipac.caltech.edu/docs/irsaviewer_datasets.html#HerM33es,HerM33es PACS100,ATLAS,file_type='science',cube,
